age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States,TRUE
55, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,35, United-States,TRUE
24, Private, Masters, Never-married, Priv-house-serv, White, Female,45, ?,FALSE
42, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,50, Canada,TRUE
34, Private, Assoc-acdm, Never-married, Craft-repair, Black, Female,40, United-States,FALSE
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,FALSE
22, Private, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States,FALSE
39, Private, Some-college, Divorced, Adm-clerical, White, Female,60, United-States,FALSE
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,35, United-States,FALSE
47, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States,TRUE
25, Private, Bachelors, Never-married, Sales, White, Female,20, United-States,FALSE
52, Private, 11th, Divorced, Other-service, White, Female,20, United-States,FALSE
30, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
37, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male,50, United-States,FALSE
73, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,20, United-States,FALSE
50, Private, 7th-8th, Divorced, Craft-repair, White, Male,60, United-States,FALSE
34, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,FALSE
24, Private, Assoc-acdm, Never-married, Sales, Black, Male,40, ?,FALSE
66, Private, Some-college, Married-civ-spouse, Sales, White, Male,24, United-States,TRUE
22, Private, HS-grad, Never-married, Sales, White, Male,55, United-States,FALSE
69, Local-gov, 10th, Married-civ-spouse, Transport-moving, White, Male,25, United-States,FALSE
23, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
55, Private, Bachelors, Widowed, Machine-op-inspct, White, Female,40, ?,FALSE
35, Private, Some-college, Widowed, Adm-clerical, White, Female,30, United-States,FALSE
20, Private, Some-college, Never-married, Adm-clerical, White, Female,35, United-States,FALSE
70, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,20, United-States,TRUE
54, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
34, Private, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male,40, Japan,FALSE
38, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
33, Private, 7th-8th, Divorced, Handlers-cleaners, White, Male,40, United-States,FALSE
43, Private, HS-grad, Separated, Other-service, White, Female,26, United-States,FALSE
60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
81, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, White, Female,3, Hungary,FALSE
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,FALSE
34, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States,FALSE
46, Self-emp-not-inc, Masters, Never-married, Exec-managerial, White, Male,25, United-States,FALSE
30, State-gov, Some-college, Never-married, Other-service, Amer-Indian-Eskimo, Male,84, United-States,FALSE
23, ?, HS-grad, Never-married, ?, Asian-Pac-Islander, Female,20, South,FALSE
29, Private, Some-college, Married-civ-spouse, Other-service, White, Male,40, United-States,FALSE
51, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
31, Private, 7th-8th, Never-married, Handlers-cleaners, White, Male,25, United-States,FALSE
36, Federal-gov, HS-grad, Never-married, Adm-clerical, Black, Female,36, United-States,FALSE
23, Private, Some-college, Never-married, Handlers-cleaners, Black, Male,22, United-States,FALSE
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,30, United-States,FALSE
28, Local-gov, Masters, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
33, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
27, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,45, United-States,FALSE
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
47, Private, Assoc-voc, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female,56, United-States,TRUE
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
38, Private, Some-college, Never-married, Adm-clerical, Black, Female,40, United-States,FALSE
66, ?, Some-college, Married-civ-spouse, ?, White, Male,40, United-States,TRUE
65, Local-gov, Some-college, Never-married, Prof-specialty, Black, Female,40, United-States,FALSE
30, Private, Assoc-voc, Never-married, Craft-repair, White, Male,40, United-States,TRUE
54, Private, 11th, Married-civ-spouse, Other-service, White, Female,43, United-States,FALSE
49, Private, 12th, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female,15, United-States,TRUE
48, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
23, Private, 5th-6th, Never-married, Priv-house-serv, White, Female,12, Mexico,FALSE
77, Private, HS-grad, Married-civ-spouse, Other-service, White, Male,25, Cuba,FALSE
19, Private, Some-college, Never-married, Other-service, White, Female,20, United-States,FALSE
30, Private, HS-grad, Married-spouse-absent, Adm-clerical, White, Female,30, United-States,FALSE
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,TRUE
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55, Iran,TRUE
20, Private, Some-college, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
49, Private, HS-grad, Never-married, Craft-repair, White, Female,40, Puerto-Rico,FALSE
52, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
24, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,35, United-States,TRUE
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,15, United-States,FALSE
22, Private, 11th, Never-married, Transport-moving, White, Male,65, United-States,FALSE
19, Private, Some-college, Never-married, Other-service, White, Male,20, United-States,FALSE
39, Private, 11th, Never-married, Prof-specialty, White, Female,30, Puerto-Rico,FALSE
45, Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,38, ?,FALSE
61, Local-gov, Bachelors, Divorced, Other-service, White, Male,30, United-States,FALSE
45, Private, Assoc-acdm, Divorced, Transport-moving, White, Male,55, United-States,FALSE
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,FALSE
40, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,TRUE
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
52, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Black, Male,40, United-States,FALSE
29, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,42, United-States,TRUE
33, Private, HS-grad, Never-married, Farming-fishing, White, Male,40, United-States,FALSE
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
34, Private, HS-grad, Never-married, Craft-repair, White, Male,55, United-States,FALSE
46, Local-gov, Bachelors, Divorced, Protective-serv, Black, Male,50, United-States,TRUE
44, Private, Masters, Married-civ-spouse, Craft-repair, White, Male,45, United-States,TRUE
19, Private, HS-grad, Never-married, Other-service, White, Female,13, United-States,FALSE
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,TRUE
40, Private, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States,FALSE
20, Private, Some-college, Never-married, Prof-specialty, White, Female,2, United-States,FALSE
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, White, Male,30, United-States,FALSE
76, Private, HS-grad, Widowed, Other-service, White, Male,17, United-States,FALSE
20, Private, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
33, Private, Prof-school, Never-married, Prof-specialty, White, Male,40, United-States,TRUE
31, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
33, Private, HS-grad, Divorced, Other-service, White, Female,40, United-States,FALSE
19, Private, HS-grad, Never-married, Craft-repair, White, Male,35, United-States,FALSE
29, Private, Bachelors, Never-married, Exec-managerial, White, Male,50, United-States,FALSE
30, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States,FALSE
48, Private, Masters, Divorced, Exec-managerial, White, Male,50, United-States,TRUE
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
37, Private, 11th, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
42, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,42, United-States,TRUE
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Female,28, United-States,FALSE
42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,52, United-States,TRUE
60, State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Female,40, United-States,TRUE
76, ?, HS-grad, Widowed, ?, White, Female,25, United-States,FALSE
21, Private, Assoc-voc, Never-married, Other-service, White, Female,40, United-States,FALSE
29, Private, Some-college, Never-married, Farming-fishing, White, Male,40, United-States,FALSE
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
44, Private, HS-grad, Divorced, Sales, White, Male,38, United-States,FALSE
45, Private, Bachelors, Divorced, Adm-clerical, White, Female,35, United-States,TRUE
38, Private, Some-college, Never-married, Sales, Black, Female,40, United-States,FALSE
28, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,50, United-States,TRUE
29, Private, HS-grad, Never-married, Sales, White, Female,40, United-States,FALSE
20, Private, Some-college, Never-married, Other-service, White, Male,40, United-States,FALSE
49, Self-emp-inc, Masters, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
36, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,56, United-States,TRUE
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
17, Private, 12th, Never-married, Adm-clerical, White, Female,30, United-States,FALSE
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
42, Private, Some-college, Never-married, Farming-fishing, White, Male,28, United-States,FALSE
29, Private, Bachelors, Never-married, Exec-managerial, Black, Female,40, United-States,FALSE
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,13, United-States,TRUE
23, Private, Bachelors, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
20, Private, Some-college, Never-married, Adm-clerical, Black, Female,40, Haiti,FALSE
23, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,24, United-States,FALSE
39, Private, HS-grad, Never-married, Other-service, White, Male,40, United-States,FALSE
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
43, Self-emp-not-inc, Bachelors, Never-married, Sales, White, Male,45, United-States,FALSE
25, State-gov, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
40, Private, Some-college, Married-civ-spouse, Sales, White, Male,60, Puerto-Rico,FALSE
52, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male,25, United-States,FALSE
48, Private, HS-grad, Widowed, Machine-op-inspct, White, Female,36, United-States,FALSE
37, Private, Assoc-voc, Never-married, Sales, Black, Female,6, United-States,FALSE
36, Private, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States,FALSE
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
36, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,TRUE
24, Private, Bachelors, Never-married, Adm-clerical, White, Male,10, United-States,FALSE
42, Local-gov, HS-grad, Divorced, Farming-fishing, White, Male,40, United-States,FALSE
35, Self-emp-inc, Assoc-acdm, Never-married, Sales, White, Male,40, United-States,FALSE
40, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female,22, United-States,FALSE
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, India,FALSE
40, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
22, Private, HS-grad, Never-married, Sales, Black, Male,40, ?,FALSE
57, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,TRUE
61, Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female,35, Puerto-Rico,FALSE
71, Private, HS-grad, Widowed, Sales, White, Female,20, United-States,FALSE
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
38, Private, Bachelors, Never-married, Other-service, White, Female,45, United-States,FALSE
25, Private, Bachelors, Never-married, Sales, White, Male,65, United-States,FALSE
33, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,50, United-States,FALSE
40, State-gov, 11th, Divorced, Transport-moving, White, Female,52, United-States,FALSE
39, ?, 11th, Never-married, ?, Black, Female,40, United-States,FALSE
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
33, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
46, Private, Some-college, Never-married, Adm-clerical, Black, Female,36, United-States,FALSE
24, Private, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States,TRUE
28, Private, Masters, Never-married, Exec-managerial, Other, Male,30, Cuba,FALSE
20, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
34, Private, Some-college, Divorced, Handlers-cleaners, White, Female,40, United-States,FALSE
34, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,55, United-States,FALSE
25, Private, Some-college, Never-married, Adm-clerical, Black, Female,40, United-States,FALSE
36, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
